"CO_CUCI_ITEM";"NO_CUCI_ITEM";"NO_CUCI_ITEM_ING";"CO_CUCI_SUB";"NO_CUCI_SUB";"NO_CUCI_SUB_ING";"CO_CUCI_POS";"NO_CUCI_POS";"NO_CUCI_POS_ING";"CO_CUCI_CAP";"NO_CUCI_CAP";"NO_CUCI_CAP_ING";"CO_CUCI_SEC";"NO_CUCI_SEC";"NO_CUCI_SEC_ING"
"79391";"Balsas, infláveis";"Rafts, inflatable";"7939";"Outras estruturas flutuantes";"Other floating structures (e.g., rafts, tanks, coffer-dams, landing-stages, buoys and beacons)";"793";"Embarcações (incluindo hovercraft) e estruturas flutuantes";"Ships, boats (including hovercraft) and floating structures";"79";"Outro material de transporte";"Other transport equipment";"7";"MAQUINAS E EQUIPAMENTOS DE TRANSPORTE";"MACHINERY AND TRANSPORT EQUIPMENT"
"79399";"Estruturas flutuantes, n.e.p.";"Floating structures, n.e.s.";"7939";"Outras estruturas flutuantes";"Other floating structures (e.g., rafts, tanks, coffer-dams, landing-stages, buoys and beacons)";"793";"Embarcações (incluindo hovercraft) e estruturas flutuantes";"Ships, boats (including hovercraft) and floating structures";"79";"Outro material de transporte";"Other transport equipment";"7";"MAQUINAS E EQUIPAMENTOS DE TRANSPORTE";"MACHINERY AND TRANSPORT EQUIPMENT"
"8110";"Construções pré-fabricadas";"Prefabricated buildings";"8110";"Construções pré-fabricadas";"Prefabricated buildings";"811";"Construções pré-fabricadas";"Prefabricated buildings";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81211";"Radiadores e suas partes";"Radiators & parts thereof";"8121";"Caldeiras (exceto do grupo 711) e radiadores para aquecimento central, aquecedores de ar e distribuidores de ar quente";"Boilers (other than those of group 711) and radiators, for central heating, not electrically heated and parts thereof, of iron or steel, air heaters and hot-air distributors (including distributors which can also distribute fresh or conditioned air), not";"812";"Equipamentos e acessórios sanitários, de canalização e aquecimento, n.e.p.";"Sanitary, plumbing and heating fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81215";"Aquecedores de ar e distribuidores de ar quente e suas partes";"Air heaters & hot-air distributors & parts thereof";"8121";"Caldeiras (exceto do grupo 711) e radiadores para aquecimento central, aquecedores de ar e distribuidores de ar quente";"Boilers (other than those of group 711) and radiators, for central heating, not electrically heated and parts thereof, of iron or steel, air heaters and hot-air distributors (including distributors which can also distribute fresh or conditioned air), not";"812";"Equipamentos e acessórios sanitários, de canalização e aquecimento, n.e.p.";"Sanitary, plumbing and heating fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81217";"Caldeiras para aquecimento central (exceto os do grupo 711)";"Central heating boilers (other than those of group 711)";"8121";"Caldeiras (exceto do grupo 711) e radiadores para aquecimento central, aquecedores de ar e distribuidores de ar quente";"Boilers (other than those of group 711) and radiators, for central heating, not electrically heated and parts thereof, of iron or steel, air heaters and hot-air distributors (including distributors which can also distribute fresh or conditioned air), not";"812";"Equipamentos e acessórios sanitários, de canalização e aquecimento, n.e.p.";"Sanitary, plumbing and heating fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81219";"Peças para caldeiras das posições 812.17";"Parts for the boilers of heading 812.17";"8121";"Caldeiras (exceto do grupo 711) e radiadores para aquecimento central, aquecedores de ar e distribuidores de ar quente";"Boilers (other than those of group 711) and radiators, for central heating, not electrically heated and parts thereof, of iron or steel, air heaters and hot-air distributors (including distributors which can also distribute fresh or conditioned air), not";"812";"Equipamentos e acessórios sanitários, de canalização e aquecimento, n.e.p.";"Sanitary, plumbing and heating fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81221";"Pias, lavatórios, colunas para lavatórios, banheiras, bidês, panelas de água armário, caixas de descarga, mictórios e aparelhos fixos semelhantes sanitáriosDe porcelana";"Ceramic sinks, wash-basins, wash-basin pedestals, baths, bidets, water-closet pans, flushing cisterns, urinals & similar sanitary fixtures, of porcelain/china";"8122";"Pias, lavatórios, colunas para lavatórios, banheiras, bidês, caixas de descarga, mictórios etc";"Ceramic sinks, wash-basins, wash-basin pedestals, baths, bidets, water-closet pans, flushing cisterns, urinals and similar sanitary fixtures";"812";"Equipamentos e acessórios sanitários, de canalização e aquecimento, n.e.p.";"Sanitary, plumbing and heating fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81229";"Pias, lavatórios, colunas para lavatórios, banheiras, bidês, panelas de água armário, caixas de descarga, mictórios e aparelhos fixos semelhantes sanitários Que não de porcelana";"Ceramic sinks, wash-basins, wash-basin pedestals, baths, bidets, water-closet pans, flushing cisterns, urinals & similar sanitary fixtures, of other than porcelain/china";"8122";"Pias, lavatórios, colunas para lavatórios, banheiras, bidês, caixas de descarga, mictórios etc";"Ceramic sinks, wash-basins, wash-basin pedestals, baths, bidets, water-closet pans, flushing cisterns, urinals and similar sanitary fixtures";"812";"Equipamentos e acessórios sanitários, de canalização e aquecimento, n.e.p.";"Sanitary, plumbing and heating fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81311";"Lustres e outros aparelhos de teto e parede de iluminação elétrica (exceto os dos tipos utilizados na iluminação pública ou de vias)";"Chandeliers & other electric ceiling & wall lighting fittings (excluding those of a kind used for lighting public open spaces/thoroughfares)";"8131";"Outros aparelhos de iluminação (incluindo os projetores)";"Lamps and lighting fittings (including searchlights and spotlights), n.e.s.";"813";"Luminárias e acessórios, n.e.p.";"Lighting fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81312";"Lâmpadas elétricas portáteis destinadas a funcionar por meio de sua própria fonte de energia (por exemplo, baterias secas , acumuladores ou magnetos), excluindo os aparelhos de iluminação caindo no ítem 778.34";"Portable electric lamps designed to function by their own source of energy (e.g., dry batteries, accumulators/magnetos), other than lighting equipment falling under heading 778.34";"8131";"Outros aparelhos de iluminação (incluindo os projetores)";"Lamps and lighting fittings (including searchlights and spotlights), n.e.s.";"813";"Luminárias e acessórios, n.e.p.";"Lighting fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81313";"Mesa elétrica, mesa, lâmpadas de cabeceira ou chão";"Electric table, desk, bedside/floor-standing lamps";"8131";"Outros aparelhos de iluminação (incluindo os projetores)";"Lamps and lighting fittings (including searchlights and spotlights), n.e.s.";"813";"Luminárias e acessórios, n.e.p.";"Lighting fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81315";"Aparelhos elétricos de iluminação, n.e.p.";"Electric lamps & lighting fittings, n.e.s.";"8131";"Outros aparelhos de iluminação (incluindo os projetores)";"Lamps and lighting fittings (including searchlights and spotlights), n.e.s.";"813";"Luminárias e acessórios, n.e.p.";"Lighting fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81317";"Aparelhos de iluminação não elétricos";"Non-electrical lamps & lighting fittings";"8131";"Outros aparelhos de iluminação (incluindo os projetores)";"Lamps and lighting fittings (including searchlights and spotlights), n.e.s.";"813";"Luminárias e acessórios, n.e.p.";"Lighting fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"8132";"Sinais luminosos, tabuletas, placas e similares";"Oilcake & other solid residues of oil from groundnuts";"8132";"Sinais luminosos, tabuletas, placas e similares";"Illuminated signs, illuminated name-plates & the like";"813";"Luminárias e acessórios, n.e.p.";"Lighting fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"8138";"Partes das lâmpadas elétricas portáteis do ítem 813,12 (excluindo as pilhas de armazenamento)";"Oilcake & other solid residues of oil from palm nuts/kernel";"8138";"Partes das lâmpadas elétricas portáteis do ítem 813,12 (excluindo as pilhas de armazenamento)";"Parts of the portable electric lamps of heading 813.12 (excluding storage batteries)";"813";"Luminárias e acessórios, n.e.p.";"Lighting fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81391";"Peças, n.e.p., dos bens do subgrupo 813.1 e 813.2 De vidro ";"Parts, n.e.s., of the goods of subgroup 813.1 & heading 813.2, of glass";"8139";"Outras peças dos bens do subgrupo 813.1 e 813.2";"Parts, n.e.s., of the goods of subgroup 813.1 and heading 813.2";"813";"Luminárias e acessórios, n.e.p.";"Lighting fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81392";"Peças, n.e.p., dos bens do subgrupo 813.1 e 813.2 De plásticos";"Parts, n.e.s., of the goods of subgroup 813.1 & heading 813.2, of plastics";"8139";"Outras peças dos bens do subgrupo 813.1 e 813.2";"Parts, n.e.s., of the goods of subgroup 813.1 and heading 813.2";"813";"Luminárias e acessórios, n.e.p.";"Lighting fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"81399";"Peças, n.e.p., dos bens do subgrupo 813.1 e 813.2, Outro";"Other parts, n.e.s., of the goods of subgroup 813.1 & heading 813.2";"8139";"Outras peças dos bens do subgrupo 813.1 e 813.2";"Parts, n.e.s., of the goods of subgroup 813.1 and heading 813.2";"813";"Luminárias e acessórios, n.e.p.";"Lighting fixtures and fittings, n.e.s.";"81";"Construções pré-fabricadas; sanitários, canalização, aquecimento e iluminação,  acessórios, n.e.p.";"Prefabricated buildings; sanitary, plumbing, heating and lighting fixtures and fittings, n.e.s.";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82111";"Assentos dos tipos utilizados em veículos aéreos";"Seats of a kind used for aircraft";"8211";"Assentos (exceto os do ítem 872.4), mesmo transformáveis em camas, e suas partes";"Seats (other than those of heading 872.4), whether or not convertible into beds and parts thereof";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82112";"Assentos dos tipos utilizados em veículos automóveis";"Seats of a kind used for motor vehicles";"8211";"Assentos (exceto os do ítem 872.4), mesmo transformáveis em camas, e suas partes";"Seats (other than those of heading 872.4), whether or not convertible into beds and parts thereof";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82113";"Assentos de cana, vime, bambu ou de matérias semelhantes";"Seats of cane, osier, bamboo/similar materials, whether/not convertible into beds & parts thereof";"8211";"Assentos (exceto os do ítem 872.4), mesmo transformáveis em camas, e suas partes";"Seats (other than those of heading 872.4), whether or not convertible into beds and parts thereof";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82114";"Assentos giratórios de altura ajustável";"Swivel seats with variable height adjustment";"8211";"Assentos (exceto os do ítem 872.4), mesmo transformáveis em camas, e suas partes";"Seats (other than those of heading 872.4), whether or not convertible into beds and parts thereof";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82115";"Assentos, com exceção dos bancos de jardim ou de acampamento, conversíveis em camas.";"Seats, other than garden seats/camping equipment, convertible into beds.";"8211";"Assentos (exceto os do ítem 872.4), mesmo transformáveis em camas, e suas partes";"Seats (other than those of heading 872.4), whether or not convertible into beds and parts thereof";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82116";"Assentos, n.e.p., com armação de madeira";"Seats, n.e.s., with wooden frames";"8211";"Assentos (exceto os do ítem 872.4), mesmo transformáveis em camas, e suas partes";"Seats (other than those of heading 872.4), whether or not convertible into beds and parts thereof";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82117";"Assentos, n.e.p., com armação de metal";"Seats, n.e.s., with metal frames";"8211";"Assentos (exceto os do ítem 872.4), mesmo transformáveis em camas, e suas partes";"Seats (other than those of heading 872.4), whether or not convertible into beds and parts thereof";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82118";"Outros assentos";"Other seats";"8211";"Assentos (exceto os do ítem 872.4), mesmo transformáveis em camas, e suas partes";"Seats (other than those of heading 872.4), whether or not convertible into beds and parts thereof";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82119";"Parte dos assentos do subgrupo 821.1";"Parts of the seats of subgroup 821.1";"8211";"Assentos (exceto os do ítem 872.4), mesmo transformáveis em camas, e suas partes";"Seats (other than those of heading 872.4), whether or not convertible into beds and parts thereof";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82121";"Suportes de colchão";"Mattress supports";"8212";"Suportes elásticos para camas, artigos de cama ou similares equipados com molas ou quaisquer matérias";"Mattress supports, articles of bedding or similar furnishings (e.g., mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not co";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82123";"Colchões de borracha ou de plásticos";"Mattresses of cellular rubber/plastics";"8212";"Suportes elásticos para camas, artigos de cama ou similares equipados com molas ou quaisquer matérias";"Mattress supports, articles of bedding or similar furnishings (e.g., mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not co";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82125";"Colchão de outras matérias";"Mattresses of other materials";"8212";"Suportes elásticos para camas, artigos de cama ou similares equipados com molas ou quaisquer matérias";"Mattress supports, articles of bedding or similar furnishings (e.g., mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not co";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82127";"Sacos de dormir";"Sleeping-bags";"8212";"Suportes elásticos para camas, artigos de cama ou similares equipados com molas ou quaisquer matérias";"Mattress supports, articles of bedding or similar furnishings (e.g., mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not co";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82129";"Outros artigos de cama";"Other articles of bedding";"8212";"Suportes elásticos para camas, artigos de cama ou similares equipados com molas ou quaisquer matérias";"Mattress supports, articles of bedding or similar furnishings (e.g., mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not co";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82131";"Móveis, n.e.p., de metais, Do tipo utilizado em escritórios";"Furniture, n.e.s., of metal, of a kind used in offices";"8213";"Outros móveis, de metais";"Furniture, n.e.s., of metal";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82139";"Móveis, n.e.p., de metais, Outros";"Other furniture, n.e.s., of metal, other than of a kind used in offices";"8213";"Outros móveis, de metais";"Furniture, n.e.s., of metal";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82151";"Móveis, n.e.p., de madeira, Do tipo utilizado em escritórios";"Furniture, n.e.s., of wood, of a kind used in offices";"8215";"Outros móveis, de madeira";"Furniture, n.e.s., of wood";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82153";"Móveis, n.e.p., de madeira Do tipo utilizado na cozinha";"Furniture, n.e.s., of wood, of a kind used in the kitchen";"8215";"Outros móveis, de madeira";"Furniture, n.e.s., of wood";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82155";"Móveis, n.e.p., de madeira Do tipo utilizado em quartos de dormir";"Furniture, n.e.s., of wood, of a kind used in the bedroom";"8215";"Outros móveis, de madeira";"Furniture, n.e.s., of wood";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82159";"Móveis, n.e.p., de madeira, Outros";"Furniture, n.e.s., of wood";"8215";"Outros móveis, de madeira";"Furniture, n.e.s., of wood";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82171";"Móveis, n.e.p.,  De plásticos";"Furniture, n.e.s., of plastics";"8217";"Outros móveis, de outras matérias";"Furniture, n.e.s., of other materials";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
"82179";"Móveis, n.e.p.,  De outros materiais (incluindo bambu)";"Furniture, n.e.s., of other materials (including bamboo)";"8217";"Outros móveis, de outras matérias";"Furniture, n.e.s., of other materials";"821";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings";"82";"Móveis e suas partes; roupas de cama, colchões, suportes de colchão, almofadas e semelhantes";"Furniture and parts; bedding,mattresses,mattress supports,cushions; similar stuffed furnishings";"8";"OBRAS DIVERSAS";"MISCELLANEOUS MANUFACTURED ARTICLES"
